chunk,ticks,wall_s,reward_mean,loss_mean,grad_norm_mean,grad_norm_max,update_norm,episodes,t0_success,available_cells,allocated_gib,peak_allocated_gib,finite
64,50331648,85.7899,0.0118897,-0.0404659,11.8547,19.9466,0.504618,8364,0,29,8.66226,10.2908,1
65,51118080,87.0907,0.0129243,-0.0392835,11.8207,18.6892,0.489615,8490,0,29,8.66226,10.2908,1
66,51904512,88.395,0.0129905,-0.043866,8.43745,20.5497,0.82228,8619,0,30,8.66226,10.2908,1
67,52690944,89.697,0.0124756,-0.0523743,6.03588,20.5555,1.19665,8758,0,30,8.66226,10.2908,1
68,53477376,90.9964,0.013428,-0.0464466,6.10867,22.7354,1.10853,8897,0,31,8.66226,10.2908,1
69,54263808,92.2976,0.0131317,-0.0216842,5.69245,18.8918,1.11468,9036,0,31,8.66226,10.2908,1
70,55050240,93.6001,0.0135451,0.034814,8.63166,21.6105,1.24276,9169,0,31,8.66226,10.2908,1
71,55836672,94.9041,0.0132941,0.00557893,10.9117,19.4733,1.01834,9305,0,31,8.66226,10.2908,1
72,56623104,96.2373,0.0130993,-0.0131967,6.35435,14.5052,1.55477,9471,0,31,8.66226,10.2908,1
73,57409536,97.5491,0.0136612,-0.00109968,3.72219,8.32521,2.04212,9613,0,31,8.66226,10.2908,1
74,58195968,98.8553,0.0132828,0.00938167,7.80283,16.8136,1.8138,9752,0,31,8.66226,10.2908,1
75,58982400,100.158,0.0128977,0.0544721,8.3392,19.6532,2.48571,9885,0,31,8.66226,10.2908,1
76,59768832,101.461,0.0138115,0.167937,10.1849,28.2795,3.30259,10036,0,31,8.66226,10.2908,1
77,60555264,102.792,0.0138933,0.458251,20.0018,61.748,3.86029,10157,0,31,8.66226,10.2908,1
78,61341696,104.091,0.0138443,1.13951,56.7084,200.469,4.17722,10281,0,31,8.66226,10.2908,1
79,62128128,105.387,0.0132899,2.328,177.946,585.289,3.21362,10428,0,31,8.66226,10.2908,1
80,62914560,106.689,0.0135565,3.20601,343.145,1120.94,1.76017,10558,0,31,8.66226,10.2908,1
81,63700992,108.021,0.0135012,3.77781,418.918,1347.18,1.35356,10680,0,31,8.66226,10.2908,1
