chunk,ticks,wall_s,reward_mean,loss_mean,grad_norm_mean,grad_norm_max,update_norm,episodes,t0_success,available_cells,allocated_gib,peak_allocated_gib,finite
183,143917056,243.007,0.0201722,-0.0235091,3.79517,10.376,0.746184,24233,0,32,8.66226,10.2908,1
184,144703488,244.306,0.0191925,-0.0227716,3.85616,7.7799,0.724983,24369,0,32,8.66226,10.2908,1
185,145489920,245.607,0.0188,-0.0329365,2.85794,8.08366,0.971498,24490,0,32,8.66226,10.2908,1
186,146276352,246.91,0.0190379,-0.0312024,2.63984,8.24305,1.05291,24617,0,32,8.66226,10.2908,1
187,147062784,248.211,0.0191058,-0.0301182,2.48109,4.79292,0.91994,24741,0,32,8.66226,10.2908,1
188,147849216,249.515,0.0198167,-0.0262794,2.33477,4.39552,0.959998,24844,0,32,8.66226,10.2908,1
189,148635648,250.819,0.0194883,-0.0283787,2.24315,4.61985,1.01152,24971,0,32,8.66226,10.2908,1
190,149422080,252.12,0.0207186,-0.0259083,1.67734,4.06192,1.2402,25107,0,32,8.66226,10.2908,1
191,150208512,253.425,0.0199619,-0.0347023,2.11293,4.19427,0.984569,25229,0,32,8.66226,10.2908,1
192,150994944,254.729,0.0196519,-0.0242202,2.61241,5.0466,0.892485,25336,0,32,8.66226,10.2908,1
193,151781376,256.036,0.0195869,-0.035043,2.12117,5.08387,1.05081,25477,0,32,8.66226,10.2908,1
194,152567808,257.35,0.0188345,-0.0294168,4.24654,13.3979,0.813584,25587,0,32,8.66226,10.2908,1
195,153354240,258.659,0.0194181,-0.0388321,2.52426,4.27717,0.94357,25728,0,32,8.66226,10.2908,1
196,154140672,259.967,0.0194816,-0.039254,2.09842,4.47276,1.17221,25848,0,32,8.66226,10.2908,1
197,154927104,261.273,0.0194891,-0.0361832,4.07642,8.58776,0.726134,25959,0,32,8.66226,10.2908,1
198,155713536,262.583,0.0193865,-0.0401332,2.04661,3.90209,1.07104,26072,0,32,8.66226,10.2908,1
199,156499968,263.891,0.0195224,-0.0380889,2.87703,8.62545,1.00248,26199,0,32,8.66226,10.2908,1
200,157286400,265.2,0.019327,-0.0421345,2.5957,4.93639,0.938467,26323,0,32,8.66226,10.2908,1
201,158072832,266.501,0.0191159,-0.0425638,2.15809,4.09993,1.05674,26443,0,32,8.66226,10.2908,1
202,158859264,267.808,0.0196386,-0.0353883,2.10438,4.28965,1.05172,26562,0,32,8.66226,10.2908,1
203,159645696,269.118,0.0190837,-0.0448229,2.3005,4.87575,0.998652,26682,0,32,8.66226,10.2908,1
204,160432128,270.42,0.0195042,-0.0429225,2.44097,4.31747,0.973588,26787,0,32,8.66226,10.2908,1
205,161218560,271.755,0.0193379,-0.0273205,4.77851,9.51267,0.608818,26893,0,32,8.66226,10.2908,1
