chunk,ticks,wall_s,reward_mean,loss_mean,grad_norm_mean,grad_norm_max,update_norm,episodes,t0_success,available_cells,allocated_gib,peak_allocated_gib,finite
81,63700992,108.342,0.00768081,0.0365834,2.54073,7.6515,1.1044,10625,0,32,8.65394,10.2901,1
82,64487424,109.688,0.00761776,0.0361355,1.74531,3.44109,1.27358,10749,0,32,8.65394,10.2901,1
83,65273856,111.033,0.00684553,0.0299008,2.04985,3.49646,1.1365,10884,0,32,8.65395,10.2901,1
84,66060288,112.377,0.00857366,0.0402709,2.08602,4.27402,1.1958,11017,0,32,8.65395,10.2901,1
85,66846720,113.716,0.00898126,0.0426909,2.44814,4.87486,0.973618,11162,0,32,8.65396,10.2901,1
86,67633152,115.057,0.00868638,0.04367,2.42046,5.54649,1.10426,11305,0,32,8.65395,10.2901,1
87,68419584,116.398,0.00841313,0.0417611,3.31109,8.4093,1.01706,11440,0,32,8.65395,10.2901,1
88,69206016,117.729,0.00863723,0.0484122,2.13109,4.29389,1.10241,11557,0,32,8.65394,10.2901,1
89,69992448,119.063,0.00858762,0.0429517,2.03334,3.90819,1.2342,11691,0,32,8.65395,10.2901,1
90,70778880,120.4,0.00893384,0.0585922,2.57236,10.3817,1.1923,11818,0,32,8.65394,10.2901,1
91,71565312,121.738,0.00915225,0.0614589,2.84646,5.78741,0.846104,11948,0,32,8.65395,10.2901,1
92,72351744,123.069,0.00922788,0.0436003,2.26718,5.4546,1.17254,12065,0,32,8.65394,10.2901,1
93,73138176,124.4,0.00834218,0.0446572,3.95128,9.81212,0.817639,12203,0,32,8.65395,10.2901,1
94,73924608,125.735,0.00944163,0.0640162,5.20094,9.25099,0.620669,12308,0,32,8.65394,10.2901,1
95,74711040,127.062,0.00922783,0.0453903,3.68276,8.68075,0.866875,12441,0,32,8.65395,10.2901,1
96,75497472,128.398,0.0105005,0.0539987,2.44135,6.059,1.13982,12578,0,32,8.65395,10.2901,1
97,76283904,129.727,0.00954491,0.0520784,3.21517,7.32906,0.884093,12709,0,32,8.65394,10.2901,1
98,77070336,131.062,0.0101266,0.0604805,4.38457,11.3618,0.938783,12827,0,32,8.65395,10.2901,1
99,77856768,132.389,0.0095196,0.0535926,2.42175,5.95493,1.20529,12968,0,32,8.65395,10.2901,1
100,78643200,133.721,0.00947395,0.0607894,2.39127,5.81998,1.2061,13100,0,32,8.65395,10.2901,1
